ID,VS.5mm.L_GainAntGrCtrlAnt,VS.5mm.L_SmGainAntGrCtrlAnt,VS.5mm.L_LgGainAntGrCtrlAnt,VS.5mm.R_GainAntGrCtrlAnt,VS.5mm.R_SmGainAntGrCtrlAnt,VS.5mm.R_LgGainAntGrCtrlAnt,VS.10mm.L_GainAntGrCtrlAnt,VS.10mm.L_SmGainAntGrCtrlAnt,VS.10mm.L_LgGainAntGrCtrlAnt,VS.10mm.R_GainAntGrCtrlAnt,VS.10mm.R_SmGainAntGrCtrlAnt,VS.10mm.R_LgGainAntGrCtrlAnt
DMHDS0465,0.110316,-0.101691,0.322323,0.348908,0.220479,0.477336,0.221464,0.04891,0.394018,0.285296,0.106809,0.463784
DMHDS0468,-0.190653,-0.228499,-0.152807,-0.110342,-0.039999,-0.180685,-0.13457,-0.121873,-0.147267,-0.132406,-0.104819,-0.159994
DMHDS0466,0.301721,0.206708,0.396733,0.183204,0.025916,0.340493,0.289294,0.172794,0.405794,0.323611,0.164776,0.482447
DMHDS0477,0.380014,0.358825,0.401203,0.061693,0.009004,0.114382,0.12423,-0.009506,0.257966,-0.043054,-0.068878,-0.01723
DMHDS0473,0.590629,0.340699,0.84056,0.401345,-0.00679,0.809481,0.463626,0.249283,0.677969,0.252446,-0.06893,0.573822
DMHDS0471,0.122248,0.24041,0.004085,0.11155,0.235634,-0.012534,0.121043,0.21376,0.028327,0.096932,0.173478,0.020385
DMHDS0470,-0.001284,-0.074221,0.071654,0.163679,-0.035452,0.362811,0.036532,-0.080479,0.153544,0.075061,-0.050625,0.200747
DMHDS0486,0.58947,0.477576,0.701364,0.653798,0.57126,0.736337,0.401487,0.260314,0.542659,0.550041,0.404125,0.695958
DMHDS0482,0.092958,0.015398,0.170517,0.253006,0.183904,0.322109,0.313339,0.209409,0.41727,0.263391,0.105369,0.421412
DMHDS0489,0.224635,0.193024,0.256247,0.199743,0.130299,0.269187,0.25285,0.179054,0.326645,0.143314,0.116767,0.169862
DMHDS0487,0.149522,0.085896,0.213148,0.049212,0.001843,0.096582,0.200063,0.155574,0.244553,0.189814,0.13219,0.247438
DMHDS0492,0.230692,0.198861,0.262524,0.248659,0.339035,0.158283,0.329876,0.32964,0.330111,0.191464,0.294531,0.088397
DMHDS0491,0.041029,-0.029735,0.111792,0.055997,0.088401,0.023594,0.083422,0.111381,0.055462,0.134634,0.157404,0.111863
DMHDS0494,0.307095,0.074704,0.539487,0.460339,0.263481,0.657197,0.098587,-0.109449,0.306623,0.196667,-0.040079,0.433412
DMHDS0493,-0.103408,-0.252427,0.04561,0.272215,0.353264,0.191166,0.048524,0.025808,0.071239,0.24453,0.27926,0.2098
DMHDS0496,0.466363,0.32238,0.610345,0.609931,0.410158,0.809705,0.460007,0.308461,0.611553,0.557654,0.410945,0.704363
DMHDS0506,0.109466,0.094471,0.124462,0.158409,0.191916,0.124901,0.200927,0.144365,0.257488,0.291033,0.220826,0.361239
DMHDS0505,0.398127,0.336826,0.459428,0.086788,0.065947,0.107629,0.438533,0.417224,0.459841,0.145231,0.155219,0.135242
DMHDS0509,0.437039,0.503648,0.370431,0.396433,0.501419,0.291447,0.462222,0.484091,0.440354,0.395911,0.340226,0.451595
DMHDS0513,0.198193,0.438623,-0.042238,0.15768,0.362879,-0.047519,0.16394,0.315638,0.012242,0.138933,0.242886,0.03498
DMHDS0521,0.353936,0.363358,0.344514,0.373875,0.299153,0.448597,0.23757,0.219846,0.255294,0.268947,0.223553,0.314341
DMHDS0523,0.381516,0.508757,0.254276,0.209588,0.276181,0.142996,0.354656,0.427759,0.281554,0.193245,0.182746,0.203745
DMHDS0527,0.157702,0.054383,0.261021,0.167716,0.070111,0.265321,0.185889,0.114179,0.257598,0.20392,0.147345,0.260494
DMHDS0528,0.177919,0.117844,0.237993,-0.168877,-0.133228,-0.204526,0.117698,0.024924,0.210472,-0.035705,-0.087802,0.016393
DMHDS0525,-0.135775,-0.121609,-0.149942,-0.069656,-0.154354,0.015042,-0.058741,-0.082501,-0.034981,-0.116294,-0.194925,-0.037663
DMHDS0530,-0.395534,-0.666627,-0.124441,-0.389993,-0.457437,-0.322548,-0.332708,-0.622073,-0.043344,-0.26414,-0.424986,-0.103294
DMHDS0532,-0.043144,-0.270806,0.184519,0.167746,0.085124,0.250367,0.051829,-0.077288,0.180946,0.100444,0.029854,0.171033
DMHDS0535,0.110414,0.365,-0.144173,-0.203486,0.075901,-0.482874,0.093101,0.349596,-0.163394,-0.127468,0.120062,-0.374998
DMHDS0538,-0.034468,-0.277492,0.208556,0.548573,0.414169,0.682976,0.057437,-0.107462,0.222336,0.422685,0.308861,0.536508
DMHDS0536,0.038193,-0.051263,0.127649,-0.348091,-0.472328,-0.223853,-0.062426,-0.108236,-0.016617,-0.183232,-0.190483,-0.175981
DMHDS0542,0.305682,0.177271,0.434094,0.421815,0.292372,0.551258,0.231051,0.113671,0.348431,0.27114,0.171856,0.370423
DMHDS0541,0.112132,0.151003,0.073261,-0.129949,-0.075201,-0.184697,-0.065063,-0.088254,-0.041873,-0.054955,-0.015407,-0.094502
DMHDS0546,-0.041884,-0.228896,0.145128,0.047639,-0.184221,0.279499,0.020651,-0.023028,0.064329,0.006763,-0.088517,0.102044
DMHDS0556,0.209658,0.130665,0.288652,0.174199,0.039833,0.308566,0.244561,0.182188,0.306934,0.205366,0.113964,0.296768
DMHDS0559,0.166742,0.056036,0.277448,-0.103109,-0.201709,-0.004508,0.08573,-0.027884,0.199344,-0.074047,-0.169083,0.020989
DMHDS0550,0.276532,0.159949,0.393115,0.198898,0.114138,0.283659,0.00072,-0.084793,0.086234,0.01334,-0.009918,0.036598
DMHDS0561,-0.036741,-0.0251,-0.048382,0.230123,0.135557,0.324689,-0.112753,-0.160739,-0.064767,0.103518,0.028601,0.178436
DMHDS0564,0.137483,0.192443,0.082523,0.165058,0.082872,0.247244,0.169479,0.207022,0.131937,0.234624,0.167202,0.302046
DMHDS0560,0.537912,0.520947,0.554878,0.71256,0.600766,0.824354,0.399533,0.351705,0.447361,0.440453,0.341429,0.539476
DMHDS0566,0.588229,0.427527,0.748932,0.499245,0.428982,0.569509,0.482114,0.364513,0.599715,0.377971,0.278685,0.477256
DMHDS0565,0.317692,0.250813,0.384571,0.119771,-0.051884,0.291427,0.171311,0.044738,0.297883,0.005483,-0.120692,0.131657
DMHDS0571,0.362387,0.10118,0.623595,0.225289,0.021672,0.428906,0.33394,0.113119,0.554761,0.236375,0.037367,0.435383
DMHDS0567,0.297188,0.353999,0.240377,0.049664,-0.07693,0.176257,0.246129,0.239768,0.25249,0.073325,0.023039,0.12361
DMHDS0570,0.206584,0.25072,0.162449,0.023348,0.042534,0.004161,0.115396,0.08846,0.142332,-0.052496,-0.099748,-0.005244
DMHDS0572,-0.10698,-0.527579,0.313619,-0.085496,-0.288229,0.117236,-0.017704,-0.387192,0.351784,-0.172071,-0.485388,0.141245
DMHDS0573,0.198145,0.18055,0.21574,0.109945,0.305818,-0.085928,0.084488,0.112624,0.056353,0.115122,0.270487,-0.040242
DMHDS0577,-0.020328,-0.023639,-0.017016,0.050809,-0.031203,0.132822,-0.024481,-0.112371,0.06341,-0.087922,-0.231269,0.055426
DMHDS0580,0.246961,0.087483,0.406439,0.009194,-0.055393,0.073781,0.196366,0.026121,0.366612,0.041817,-0.097401,0.181035
DMHDS0582,-0.253552,-0.161493,-0.345611,-0.268365,-0.274964,-0.261766,-0.098695,-0.063636,-0.133754,-0.170643,-0.19403,-0.147255
DMHDS0581,0.016721,-0.117409,0.15085,-0.262068,-0.214355,-0.309781,0.092915,0.137168,0.048663,-0.14181,-0.065422,-0.218199
DMHDS0593,-0.12465,-0.231407,-0.017893,0.189548,0.219139,0.159956,-0.133436,-0.259484,-0.007388,-0.056407,-0.143004,0.030189
DMHDS0587,0.037558,0.000724,0.074393,0.181283,0.027831,0.334734,0.182558,0.185752,0.179364,0.364589,0.295424,0.433754
DMHDS0583,0.436969,0.359589,0.514349,0.570687,0.450073,0.691301,0.415326,0.330589,0.500062,0.463734,0.343482,0.583985
DMHDS0596,0.340131,0.353784,0.326478,0.481215,0.465415,0.497015,0.1221,0.102623,0.141577,0.262556,0.215029,0.310083
DMHDS0594,0.221761,0.140705,0.302817,0.173553,0.098225,0.248881,0.135792,0.064812,0.206771,0.232993,0.098721,0.367265
DMHDS0601,0.175306,0.030171,0.320441,0.264864,0.124191,0.405536,0.194041,0.110081,0.278,0.188609,0.04737,0.329848
DMHDS0604,0.057324,-0.257567,0.372216,-0.041456,-0.266576,0.183665,-0.03965,-0.378774,0.299474,0.007315,-0.207116,0.221745
DMHDS0605,0.238828,0.283337,0.19432,0.090076,0.072209,0.107943,0.080235,0.130949,0.029521,0.056993,0.040593,0.073392
DMHDS0603,0.394073,0.438793,0.349352,0.282465,0.289057,0.275874,0.17412,0.211197,0.137043,0.195176,0.206743,0.18361
DMHDS0607,0.352989,0.38297,0.323007,0.249815,0.207413,0.292218,0.150661,0.080686,0.220635,0.198476,0.128131,0.268822
DMHDS0608,-0.59688,-0.344916,-0.848844,-0.800784,-0.306001,-1.295568,-0.347519,-0.218962,-0.476077,-0.473308,-0.020778,-0.925837
DMHDS0620,0.137457,0.071897,0.203018,0.192522,0.101954,0.28309,0.112211,0.070174,0.154247,0.11597,0.09544,0.1365
DMHDS0612,0.18649,0.177609,0.195372,-0.121167,-0.068807,-0.173527,-0.022405,-0.033334,-0.011477,-0.274406,-0.303431,-0.24538
DMHDS0609,0.274819,0.171134,0.378503,0.487644,0.406288,0.568999,0.29377,0.158324,0.429216,0.310619,0.121347,0.499891
DMHDS0623,0.241753,0.226473,0.257033,0.345195,0.296168,0.394222,0.481821,0.46052,0.503122,0.341029,0.302295,0.379762
DMHDS0630,0.338616,0.290657,0.386575,0.303897,0.250623,0.357171,0.308851,0.297637,0.320064,0.291082,0.29087,0.291295
DMHDS0631,0.123917,0.187166,0.060668,0.355653,0.42241,0.288896,0.040775,0.051571,0.029979,0.17765,0.224696,0.130604
DMHDS0632,-0.036867,0.032329,-0.106063,-0.310186,-0.26481,-0.355561,0.168956,0.324929,0.012983,-0.054803,0.078623,-0.188229
DMHDS0635,0.320904,0.131037,0.510772,0.239008,0.01262,0.465395,0.266905,0.064636,0.469175,0.141367,-0.019747,0.30248
DMHDS0636,0.31297,0.280276,0.345665,0.408102,0.215919,0.600284,0.320931,0.300066,0.341797,0.36274,0.242409,0.483072
DMHDS0641,0.27059,0.201826,0.339354,-0.004254,0.002505,-0.011012,0.057602,-0.003702,0.118906,-0.022154,0.006227,-0.050536
DMHDS0637,0.031682,-0.121931,0.185295,0.049189,0.078454,0.019924,-0.009171,-0.051427,0.033086,-0.096119,-0.088083,-0.104155
DMHDS0645,-0.091394,-0.132351,-0.050436,-0.126062,0.00664,-0.258764,-0.013461,-0.045343,0.018422,-0.022417,0.07319,-0.118023
DMHDS0658,0.488968,0.187475,0.790461,0.610445,0.394856,0.826034,0.447966,0.235505,0.660427,0.522947,0.350254,0.695641
DMHDS0661,0.085168,-0.051478,0.221814,0.079109,0.04005,0.118168,0.043489,-0.050894,0.137873,0.029466,-0.021332,0.080263
DMHDS0651,0.076162,-0.132277,0.2846,-0.153395,-0.218863,-0.087926,0.267782,0.188202,0.347362,0.063025,-0.043882,0.169932
DMHDS0662,0.336028,0.166457,0.505599,0.108747,-0.191153,0.408648,0.240346,0.105971,0.374721,0.065018,-0.059401,0.189437
DMHDS0667,-0.036342,-0.016617,-0.056066,0.018051,0.065283,-0.029181,0.109644,0.074252,0.145035,0.089861,0.102742,0.07698
DMHDS0668,0.293326,0.159316,0.427336,0.539431,0.383997,0.694865,0.253466,0.181669,0.325263,0.49144,0.33726,0.64562
DMHDS0664,0.0544,-0.024196,0.132996,0.031635,0.039028,0.024242,0.038773,-0.011334,0.088881,0.052182,0.055675,0.048688
DMHDS0666,0.219163,-0.00376,0.442087,0.252726,0.166663,0.338789,0.12367,-0.15487,0.40221,0.060228,-0.124847,0.245302
DMHDS0669,-0.137682,-0.144001,-0.131362,-0.115851,0.028473,-0.260174,-0.017157,-0.017939,-0.016374,-0.027832,-0.001451,-0.054213
DMHDS0674,0.288618,0.172112,0.405125,0.117518,0.053405,0.181632,0.483706,0.344718,0.622695,0.314053,0.173437,0.454668
DMHDS0671,0.154585,0.047121,0.26205,0.166044,0.022793,0.309294,0.079262,-0.046453,0.204978,0.077624,-0.025225,0.180472
DMHDS0693,0.173051,0.143517,0.202584,0.000605,0.033051,-0.03184,0.107554,0.130431,0.084677,0.158494,0.057439,0.259549
DMHDS0691,0.208806,0.223267,0.194346,0.248114,0.15884,0.337388,0.156823,0.117727,0.195918,0.192566,0.117233,0.267899
DMHDS0681,-0.021296,0.039286,-0.081878,0.151295,0.139534,0.163056,-0.077094,-0.047546,-0.106641,0.038977,0.011806,0.066148
DMHDS0683,0.135854,-0.051285,0.322994,0.314159,0.065392,0.562926,0.265381,0.04399,0.486773,0.252874,-0.016711,0.522458
DMHDS0678,0.172063,0.28565,0.058475,0.160343,0.162403,0.158283,0.163633,0.214157,0.113108,0.082769,0.133942,0.031596
DMHDS0695,0.201339,-0.057628,0.460306,0.488829,0.315413,0.662244,0.18062,0.079953,0.281287,0.369705,0.214034,0.525376
DMHDS0696,0.354103,0.375753,0.332453,0.175324,0.303314,0.047333,0.273509,0.270586,0.276433,0.207811,0.243793,0.17183
DMHDS0709,0.378084,0.46509,0.291077,0.0302,0.163623,-0.103222,0.174586,0.175282,0.173889,0.069072,0.08284,0.055304
DMHDS0718,0.090748,0.044929,0.136567,0.04165,-0.061745,0.145046,0.079928,0.042223,0.117632,0.087666,0.009716,0.165617
DMHDS0698,0.092163,0.177589,0.006738,0.028603,0.282567,-0.225362,0.041689,0.066694,0.016683,-0.022801,0.151181,-0.196784
DMHDS0707,0.320855,0.226492,0.415219,-0.003756,-0.169568,0.162056,0.244039,0.15365,0.334427,0.124991,-0.007586,0.257569
DMHDS0719,0.200955,0.274333,0.127578,0.336563,0.54615,0.126976,0.243389,0.293616,0.193162,0.222223,0.338252,0.106194
DMHDS0723,0.010519,0.002605,0.018433,0.00611,-0.009326,0.021545,-0.236913,-0.278705,-0.195121,-0.223809,-0.239893,-0.207725
DMHDS0724,0.186204,0.275897,0.09651,0.163487,0.213731,0.113243,0.249237,0.288648,0.209827,0.2423,0.260815,0.223786
DMHDS0733,0.204813,0.140884,0.268742,0.174451,0.121612,0.227291,0.099729,0.043893,0.155565,0.059721,0.014145,0.105296
DMHDS0728,-0.055851,-0.158783,0.04708,0.033571,-0.018991,0.086133,0.017642,-0.044269,0.079553,0.03987,-0.001867,0.081606
DMHDS0739,0.175104,0.076941,0.273267,0.170155,0.059995,0.280316,0.380065,0.303912,0.456217,0.265823,0.154326,0.37732
DMHDS0741,0.415157,0.526583,0.303732,0.38683,0.304613,0.469047,0.658218,0.574601,0.741834,0.464032,0.410026,0.518038
DMHDS0748,-0.023297,-0.035001,-0.011593,0.229591,0.150928,0.308253,0.036369,0.060917,0.011822,0.151464,0.10898,0.193948
DMHDS0742,0.085444,-0.207231,0.378119,0.384734,0.085489,0.683979,-0.057018,-0.259064,0.145029,0.209825,0.039339,0.380311
DMHDS0751,0.254864,0.16731,0.342419,0.297004,0.24458,0.349428,0.199438,0.148883,0.249993,0.220497,0.154503,0.28649
DMHDS0752,0.40928,0.388322,0.430238,0.218703,0.1056,0.331806,0.216097,0.243818,0.188375,0.266214,0.110464,0.421964
DMHDS0755,0.271616,0.079436,0.463796,0.260787,0.014912,0.506662,0.286225,0.06424,0.50821,0.145351,-0.035534,0.326236
DMHDS0757,-0.020346,-0.197896,0.157205,0.473959,0.222698,0.725221,0.065514,-0.07879,0.209818,0.428268,0.259895,0.596641
DMHDS0758,0.164945,0.070087,0.259802,0.167847,0.260558,0.075136,0.187337,0.010287,0.364387,0.293701,0.22835,0.359052
DMHDS0759,-0.156617,-0.269691,-0.043543,-0.012496,0.060956,-0.085948,-0.027051,-0.081733,0.027631,0.023886,0.119388,-0.071616
DMHDS0760,0.087655,0.181527,-0.006217,0.238324,0.225371,0.251278,0.182116,0.220982,0.14325,0.198955,0.215761,0.182148
DMHDS0768,0.053045,-0.004319,0.110409,-0.066686,-0.163545,0.030173,0.049113,0.004446,0.093779,0.044463,-0.012886,0.101812
DMHDS0769,0.418109,0.399935,0.436282,0.024752,0.175382,-0.125878,0.324644,0.320501,0.328788,0.026349,0.044124,0.008573
DMHDS0772,0.214649,0.029409,0.399889,0.237637,0.209002,0.266273,0.112764,-0.024994,0.250521,0.069896,0.018919,0.120873
DMHDS0775,0.184173,0.218016,0.150329,-0.118822,-0.107635,-0.130008,0.309552,0.336703,0.2824,0.140032,0.122715,0.157349
DMHDS0781,0.255356,0.143718,0.366994,0.222272,0.131598,0.312947,0.262153,0.241938,0.282369,0.185029,0.178287,0.191772
DMHDS0780,0.262722,0.179293,0.34615,0.073205,-0.051302,0.197712,0.276674,0.232855,0.320493,0.08995,-0.020169,0.20007
DMHDS0779,0.35229,0.230874,0.473706,0.356143,0.407131,0.305156,0.373378,0.279227,0.467529,0.424796,0.353576,0.496016
DMHDS0782,0.489631,0.697943,0.281319,0.369876,0.439794,0.299959,0.283203,0.328381,0.238025,0.195889,0.171611,0.220168
DMHDS0789,0.113476,0.196931,0.030021,0.102701,-0.081745,0.287147,0.384966,0.401541,0.368391,0.182629,0.057024,0.308234
DMHDS0790,0.100116,0.163419,0.036814,0.141258,0.248694,0.033822,-0.015744,-0.01298,-0.018508,0.119314,0.172393,0.066234
DMHDS0786,0.059854,-0.020438,0.140145,0.063686,0.119413,0.007958,0.06159,-0.061067,0.184247,0.234403,0.146127,0.322678
DMHDS0791,0.291534,0.314783,0.268285,0.296398,0.260069,0.332727,0.182383,0.193392,0.171374,0.208521,0.251775,0.165266
DMHDS0795,0.243809,0.03278,0.454838,0.59825,0.486608,0.709893,0.147432,-0.124902,0.419766,0.549875,0.327118,0.772631
DMHDS0792,0.002173,-0.133352,0.137699,0.237021,0.201371,0.272671,0.000196,-0.118878,0.11927,-0.01169,-0.10473,0.08135
DMHDS0800,0.264573,0.346241,0.182905,0.538321,0.550829,0.525813,0.383252,0.366654,0.39985,0.44029,0.558471,0.322109
DMHDS0801,0.28615,0.330582,0.241718,0.143471,0.07534,0.211602,0.331503,0.259211,0.403796,0.355285,0.256537,0.454033
DMHDS0809,0.221795,0.094972,0.348618,0.134342,0.096673,0.172011,0.122534,-0.068929,0.313997,-0.134173,-0.33152,0.063174
DMHDS0815,0.12316,0.046597,0.199723,0.289692,0.333513,0.245872,0.10271,0.07171,0.13371,0.22304,0.218646,0.227434
DMHDS0811,0.112679,0.184418,0.040941,0.180825,0.046394,0.315255,0.211669,0.110193,0.313144,0.261533,0.120741,0.402325
DMHDS0819,0.050736,-0.026084,0.127556,0.032928,0.095612,-0.029756,-0.046149,-0.140856,0.048559,-0.057677,-0.039846,-0.075507
DMHDS0825,0.21747,0.283249,0.15169,0.02432,-0.163961,0.212601,0.157496,0.095718,0.219274,0.083629,-0.016586,0.183845
DMHDS0828,0.380501,0.251129,0.509873,0.325527,0.138024,0.513029,0.301575,0.164894,0.438256,0.336985,0.195485,0.478485
DMHDS0830,0.134066,0.12997,0.138163,0.220573,0.200381,0.240764,0.178534,0.167643,0.189426,0.155573,0.110796,0.20035
DMHDS0831,0.253004,0.202432,0.303576,0.131517,-0.034914,0.297948,0.147487,0.046557,0.248416,0.283433,0.224683,0.342182
DMHDS0834,0.388724,0.259286,0.518163,0.273673,0.247249,0.300097,0.290598,0.15118,0.430016,0.361838,0.290203,0.433472
DMHDS0837,0.23082,0.2313,0.23034,0.248387,0.274392,0.222382,0.217013,0.244264,0.189762,0.333191,0.38718,0.279203
DMHDS0840,0.1937,-0.075389,0.462789,0.399331,0.257294,0.541368,0.295556,0.01344,0.577672,0.472427,0.206925,0.73793
DMHDS0836,0.311499,0.057412,0.565585,0.029294,-0.230782,0.289371,0.126696,-0.039484,0.292876,0.051893,-0.069685,0.173472
DMHDS0835,-0.120431,-0.256755,0.015894,-0.300822,-0.417728,-0.183917,-0.222421,-0.371378,-0.073465,-0.21852,-0.30798,-0.12906
DMHDS0841,0.150163,0.064533,0.235793,0.163235,0.052088,0.274382,0.207207,0.075067,0.339346,0.172649,0.084587,0.260712
DMHDS0846,-0.031486,-0.115975,0.053003,0.079595,-0.008618,0.167807,0.076005,0.040068,0.111942,0.189804,0.109027,0.270582
DMHDS0848,-0.014338,0.06513,-0.093806,-0.057022,0.045121,-0.159166,-0.066908,0.056424,-0.19024,-0.148202,-0.153809,-0.142596
DMHDS0851,0.091114,-0.030792,0.21302,0.021466,-0.01243,0.055363,0.108185,-0.004305,0.220675,0.047502,-0.002732,0.097737
DMHDS0849,0.1076,-0.106408,0.321608,0.193992,0.102191,0.285793,0.16541,0.012837,0.317982,0.220844,0.138962,0.302727
DMHDS0852,0.328474,0.351425,0.305524,0.230291,0.270468,0.190113,0.447498,0.40366,0.491335,0.334351,0.270773,0.397929
DMHDS0853,0.190476,0.069544,0.311407,0.441557,0.208842,0.674272,0.321292,0.29215,0.350434,0.424664,0.278545,0.570784
DMHDS0858,0.189025,0.140409,0.237641,0.234191,0.026262,0.44212,0.059286,-0.060488,0.17906,0.158917,-0.026053,0.343887
DMHDS0866,0.332226,0.274211,0.390241,0.371554,0.393953,0.349155,0.260028,0.18292,0.337137,0.316218,0.266808,0.365628
DMHDS0867,-0.098592,-0.131879,-0.065304,-0.014293,-0.080584,0.051999,-0.027869,-0.109468,0.05373,0.008578,-0.127583,0.144738
DMHDS0868,-0.068629,-0.220802,0.083545,-0.189049,-0.277203,-0.100896,0.270181,0.07516,0.465203,0.095905,-0.063801,0.255612
DMHDS0873,-0.884976,-1.097692,-0.672261,-0.546653,-0.601718,-0.491588,-0.542888,-0.914439,-0.171337,-0.285621,-0.512209,-0.059034
DMHDS0888,0.02967,-0.032111,0.091452,0.448663,0.386434,0.510891,0.36343,0.367779,0.359081,0.480065,0.398208,0.561922
DMHDS0898,-0.135085,0.020044,-0.290215,0.057049,0.137398,-0.0233,0.017045,0.070311,-0.036222,0.088823,0.130936,0.04671
DMHDS0885,0.086928,0.004667,0.169189,0.376136,0.226591,0.525682,0.094134,0.015941,0.172327,0.301163,0.245948,0.356378
DMHDS0895,0.03215,-0.147684,0.211985,0.029806,-0.074749,0.134361,0.097045,0.022625,0.171465,0.024911,-0.082705,0.132526
DMHDS0902,0.258186,-0.00436,0.520732,0.454281,0.190977,0.717584,0.367048,0.097417,0.636679,0.34107,0.102945,0.579194
DMHDS0910,0.569493,0.282335,0.856651,0.572805,0.469571,0.676038,0.553631,0.427148,0.680114,0.351814,0.230968,0.47266
DMHDS0906,0.039727,-0.174538,0.253993,0.307473,0.189367,0.425579,0.040026,-0.146505,0.226558,0.235017,0.157866,0.312168
DMHDS0901,0.256337,0.020135,0.492539,0.268246,0.201127,0.335364,0.139672,-0.109894,0.389237,0.255518,0.182019,0.329018
DMHDS0912,0.203194,0.018986,0.387401,0.119367,-0.052777,0.291511,0.260084,0.080975,0.439192,0.265469,0.150863,0.380075
DMHDS0915,0.343282,0.236545,0.45002,-0.03789,-0.098221,0.022442,0.064166,-0.011104,0.139436,-0.058163,-0.140045,0.023719
DMHDS0917,0.041138,-0.009119,0.091395,0.45858,0.432976,0.484185,0.252545,0.157736,0.347354,0.412387,0.292322,0.532452
DMHDS0921,0.20948,0.133557,0.285403,0.011689,0.092372,-0.068993,0.356446,0.229471,0.483421,0.181072,0.094454,0.26769
DMHDS0922,-0.235688,-0.217443,-0.253934,-0.004095,0.029996,-0.038186,0.049737,0.074219,0.025254,0.238808,0.361339,0.116278
DMHDS0923,0.002005,-0.1176,0.121609,0.029341,-0.125941,0.184623,0.000933,-0.094475,0.096341,0.003958,-0.102187,0.110102
DMHDS0930,0.257839,0.057363,0.458315,0.428961,0.3149,0.543021,0.394041,0.307086,0.480997,0.387836,0.325148,0.450523
DMHDS0934,-0.063973,-0.035189,-0.092757,-0.358393,-0.349209,-0.367578,0.068793,0.098599,0.038986,-0.044646,-0.02081,-0.068483
DMHDS0933,0.099205,0.062038,0.136372,-0.264124,-0.5427,0.014452,0.149574,0.083356,0.215792,-0.125402,-0.339676,0.088873
DMHDS0927,0.374215,0.27686,0.47157,0.393934,0.200102,0.587766,0.408723,0.235706,0.581739,0.357977,0.159145,0.55681
DMHDS0936,0.098135,0.137348,0.058921,0.053197,0.023439,0.082955,0.14447,0.190001,0.09894,0.189099,0.182981,0.195217
DMHDS0937,0.424033,0.374658,0.473408,0.396256,0.323359,0.469152,0.363044,0.23154,0.494548,0.372888,0.147747,0.59803
DMHDS0942,0.263987,0.233912,0.294062,0.240362,0.273119,0.207604,0.305869,0.292935,0.318804,0.317774,0.315321,0.320227
DMHDS0944,0.271135,0.023917,0.518353,0.467313,0.271453,0.663173,0.272625,0.145687,0.399562,0.375463,0.229184,0.521742
DMHDS0945,0.626867,0.204112,1.049622,0.500635,0.237603,0.763668,0.466501,0.192054,0.740949,0.424908,0.175173,0.674644
DMHDS0946,0.812408,0.673766,0.951049,0.365386,0.19475,0.536023,0.571023,0.412,0.730045,0.38705,0.214914,0.559186
DMHDS0949,0.238399,0.163131,0.313667,0.203901,0.117941,0.289861,0.375152,0.267625,0.482679,0.202969,0.077609,0.32833
DMHDS0951,0.14666,-0.0055,0.298819,-0.092948,-0.393561,0.207664,0.069901,-0.085314,0.225117,-0.209246,-0.480814,0.062322
DMHDS0957,0.240435,0.014204,0.466666,0.359444,0.225534,0.493354,0.260448,0.147638,0.373258,0.268102,0.140122,0.396082
DMHDS0965,-0.122679,-0.060404,-0.184955,-0.042778,-0.027468,-0.058088,-0.077566,-0.063707,-0.091425,0.036501,0.027161,0.04584
DMHDS0969,0.040746,0.060619,0.020873,0.02646,-0.039324,0.092243,0.086434,0.080491,0.092377,0.128426,0.02767,0.229182
DMHDS0975,0.027022,0.085324,-0.03128,0.268558,0.240648,0.296469,0.10199,0.061236,0.142744,0.127873,0.141904,0.113842
DMHDS0973,-0.047023,-0.07562,-0.018427,0.063259,0.04694,0.079578,-0.044833,-0.05462,-0.035046,0.152667,0.135288,0.170047
DMHDS0976,-0.12555,-0.138616,-0.112483,-0.024761,0.014239,-0.063761,-0.014645,-0.006757,-0.022533,0.059671,0.092981,0.026362
DMHDS0980,0.517854,0.51064,0.525068,0.178302,0.189569,0.167035,0.448759,0.333485,0.564033,0.135102,0.106483,0.163721
DMHDS0984,0.103049,0.059612,0.146486,0.015162,0.031783,-0.001458,0.0106,-0.018216,0.039416,-0.03459,-0.003066,-0.066113
DMHDS0985,-0.027355,0.02057,-0.07528,0.290468,0.224404,0.356532,-0.028616,0.120873,-0.178105,0.139891,0.201969,0.077814
DMHDS0986,0.78917,0.649714,0.928626,0.77378,0.528948,1.018611,0.616819,0.459146,0.774491,0.596821,0.408783,0.78486
DMHDS0989,0.129561,0.077877,0.181245,-0.03447,-0.173448,0.104508,0.088379,-0.01428,0.191037,0.057386,-0.103938,0.218711
DMHDS1001,-0.052665,-0.136375,0.031045,0.192551,0.179725,0.205377,0.149416,0.157775,0.141057,0.239268,0.237058,0.241479
DMHDS1004,0.183033,0.030159,0.335908,0.289958,0.118139,0.461776,0.254103,0.188347,0.319858,0.424666,0.311026,0.538305
DMHDS1006,-0.061948,-0.062551,-0.061344,0.121243,0.070774,0.171712,-0.126133,-0.085922,-0.166343,0.078062,0.060638,0.095487
DMHDS1005,-0.076915,-0.047643,-0.106187,0.190539,0.218326,0.162752,0.019409,0.062664,-0.023846,0.026862,0.07938,-0.025656
DMHDS1007,-0.194286,-0.251184,-0.137389,-0.088763,-0.229265,0.051739,-0.037003,-0.054791,-0.019214,-0.06648,-0.117019,-0.015941
